label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
4	1668 mph	1.4395	Fresno	San Diego	1.3011	744	932	Games and Playable Media, Robotics Engineering	1006 kg	133	-1272	2.0464	88 kg
1	98 mph	0.1185	Santa Ana	Long Beach, Riverside, Oakland	0.3203	849	-121	Biotechnology, Computer Game Design, Electrical Engineering	-709 kg	1250	512	0.0386	-396 kg
4	1295 mph	0.0748	Stockton	sAN dIEGO	0.2327	-45	-74	Games and Playable Media	432 kg	1204	-1025	-0.0723	-347 kg
0	-22 mph	1.5674	Sacramento	Fresno	1.3009	743	-427	Bioengineering	-848 kg	1099	313	0.7598	272 kg
0	1130 mph	1.3873	San Francisco	Fresno, Moreno Valley	0.5131	629	2789	bioengineering	665 kg	487	856	0.6557	154 kg
4	-618 mph	0.3652	Anaheim	Los Angeles	-0.0074	-967	1925	Robotics Engineering, Games and Playable Media	-30 kg	1251	-1615	0.6653	782 kg
1	-272 mph	1.0621	Fremont	Irvine, Oakland, Riverside	0.9185	1198	231	Biotechnology	-1381 kg	832	276	0.0198	1105 kg
4	642 mph	-0.1811	Fresno	San Diego	0.543	-128	2516	Statistics, Robotics Engineering	1174 kg	1762	573	-0.3358	1127 kg
1	1212 mph	0.8662	Fremont	Oakland	-0.3685	745	223	Data Science	-302 kg	752	-227	-0.1963	-184 kg
5	492 mph	0.1566	Moreno Valley	San Francisco, San Jose	-1.0187	-381	784	Technology and Information Management, Applied Mathematics	-1455 kg	1389	-209	1.1288	721 kg
4	1576 mph	0.6417	Anaheim	San Diego	-0.1971	1179	1738	Technology and Information Management	2555 kg	742	2744	-0.3493	1198 kg
1	-8 mph	0.4808	Bakersfield	Long Beach, Riverside, Irvine	-0.3618	707	-753	Computer Science	312 kg	1089	-5	0.3048	1947 kg
3	1987 mph	1.1208	San Jose	Anaheim	0.1692	-477	711	Computer Engineering	-132 kg	-477	685	0.727	957 kg
2	1532 mph	1.9856	San Diego	Stockton, Sacramento, Santa Clarita, Modesto	1.5319	-547	1292	Computer Engineering	-802 kg	294	-347	-1.4163	815 kg
0	115 mph	-0.2185	San Francisco	Fresno, Chula Vista	-0.2128	1490	-123	Bioengineering	-788 kg	404	692	-1.441	2617 kg
2	631 mph	0.5408	San Diego	Sacramento, Modesto, Santa Clarita	1.6889	1401	21	Computer Science	-331 kg	199	540	0.6042	2295 kg
5	1542 mph	0.4342	Modesto	San Bernardino	1.2253	385	-148	Computational Media, Applied Mathematics	1427 kg	862	172	0.9595	749 kg
1	355 mph	-0.0599	Bakersfield	Modesto, Santa Ana, Santa Clarita	-2.2138	143	-813	Data Science, Biotechnology	841 kg	1272	-972	1.5234	-207 kg
5	471 mph	1.6055	San Bernardino	sAN fRANCISCO, sAN jOSE, sAN bERNARDINO	0.8862	-762	1360	Applied Mathematics, Computational Media	52 kg	1457	-1305	0.9229	712 kg
4	252 mph	0.88	Fresno	San Diego	0.6978	1946	1004	Robotics Engineering	771 kg	1665	-423	0.2126	2148 kg
5	284 mph	N/A	San Bernardino	San Jose, San Bernardino	-0.6257	-126	1085	Computational Media, Technology and Information Management	1152 kg	91	1742	2.3411	1283 kg
1	539 mph	1.3631	Long Beach	Riverside	-0.5569	-438	2423	Computer Game Design	809 kg	27	1092	0.1809	-73 kg
2	145 mph	2.8406	San Diego	Stockton, Santa Ana, Sacramento	-0.6312	342	-294	Computer Science	401 kg	648	-1014	-0.5346	1384 kg
2	966 mph	0.3256	San Diego	Santa Clarita, Santa Ana, Modesto	-0.4879	217	2259	Biotechnology, Electrical Engineering, Computer Game Design	482 kg	278	349	0.7842	1414 kg
5	301 mph	-0.4765	San Bernardino	San Jose, San Bernardino, San Francisco	-0.0595	1592	108	Computational Media	-692 kg	272	-251	1.4764	54 kg
0	685 mph	0.7862	Sacramento	Chula Vista	-1.0824	1288	-1087	Natural Language Processing	1054 kg	630	-1251	1.9995	1504 kg
3	812 mph	0.9392	Riverside	Moreno Valley	-0.2217	331	717	Computer Engineering	595 kg	1222		2.0475	547 kg
3	-344 mph	-1.4306	Los Angeles	Fremont	-0.4488	-846	552	Computer Engineering	366 kg	705	-1541	0.3754	702 kg
1	-519 mph	-0.3179	Bakersfield	Oakland, Irvine	-1.3879	3854	1095	Computer Game Design, Electrical Engineering	2226 kg	343	1034	1.1662	978 kg
3	-212 mph	1.386	San Jose	Fremont	-0.5014	-15	387	Computer Engineering	-1316 kg	754	-568	-0.0863	848 kg
3	-403 mph	1.6144	Los Angeles	Anaheim	0.9067	1632		Computer Engineering	-182 kg	-1069	1320	2.2962	1913 kg
5	130 mph	0.1172	Moreno Valley	San Jose, San Bernardino, Bakersfield	-0.7975	-481	-180	Applied Mathematics	47 kg	1148	565	0.4534	-1422 kg
1	622 mph	1.092	Fremont	Riverside, Oakland, Irvine	-1.3506	60	404	Data Science	-148 kg	411	645	0.2553	1911 kg
4	1140 mph	0.4153	Stockton	Los Angeles	0.7964	1845	-781	Games and Playable Media	1863 kg	674	-1295	2.6168	316 kg
5	308 mph	2.2956	Modesto	Bakersfield, San Jose	0.5054	831	375	Technology and Information Management	-16 kg	450	-547	1.2494	-581 kg
0	1089 mph	-0.1872	San Francisco	Moreno Valley, Fresno	-0.8769	-261	-648	Human Computer Interaction, Bioengineering	-437 kg	-227	-1245	0.9397	685 kg
2	1369 mph	1.7049	San Diego	Santa Ana, Stockton	2.465	802	2267	Computer Science	-619 kg	145	649	-0.0111	-67 kg
3	1017 mph	-0.0845	san jose	Anaheim	-0.5945	148	-669	Computer Engineering	-1386 kg	-222	1565	-0.3149	1259 kg
4	-1136 mph	NULL	Oakland	Irvine, Long Beach, Riverside	1.2027	1009	1280	Statistics	1341 kg	604	70	1.9968	302 kg
2	n/a	-0.2957	San Diego	Santa Ana, Sacramento, Santa Clarita, Stockton	-0.4456	-116	205	Bioinformatics	214 kg	-422	2128	0.3643	-430 kg
3	-753 mph	-0.4218	San Jose	Fremont	0.5284	-49	153	Computer Engineering	340 kg	129	-1152	0.2054	-492 kg
3	999 mph	0.2834	Los Angeles	Anaheim	0.8508	857	1500	Computer Engineering	265 kg	55	-287	-1.6034	727 kg
5	1283 mph	2.5163	San Bernardino	Irvine	2.259	396	-452	Applied Mathematics	337 kg	1150	680	-0.9735	67 kg
4	95 mph	0.6171	Fresno	Los Angeles	0.1487	812	3591	Games and Playable Media	4042 kg	151	401	1.1214	-51 kg
1	200 mph	-0.3594	Fremont	Long Beach	-0.2673	94	2188	Data Science	81 kg	-729	-693	-0.3894	2544 kg
5	-160 mph	1.567	Moreno Valley	San Francisco	0.6844	957	102	Applied Mathematics, Computational Media	-351 kg	1012	-465	0.4155	542 kg
0	524 mph	1.7163	San Francisco	Chula Vista, Fresno	0.1999	-81	890	Natural Language Processing, Bioengineering	1834 kg	388	1783	0.0993	1035 kg
2	1214 mph	0.2876	San Diego	Santa Ana, Sacramento	-0.7372	334	-1649	Computer Science	-1218 kg	900	984	0.2202	663 kg
4	373 mph	-1.1147	Stockton	San Diego	-0.021	-530	1358	Games and Playable Media	1343 kg	-196	-647	-0.2679	-604 kg
0	-917 mph	-0.6494	Irvine	Chula Vista, Moreno Valley	-1.0411	-28	308	Human Computer Interaction	204 kg	-448	-478	0.2939	751 kg
5	1386 mph	0.0473	Moreno Valley	Bakersfield, San Bernardino, San Francisco	0.8238	-433	-560	Computational Media, Technology and Information Management	154 kg	509	1342	1.0279	1993 kg
1	309 mph	0.4954	Fremont	Oakland, Riverside	-0.6644	-138	1493	Data Science, Biotechnology, Computer Game Design	-925 kg	206	-1329	-0.9029	839 kg
1	383 mph	-0.719	Bakersfield	Modesto, Stockton	-2.0904	2071	-160	Electrical Engineering, Computer Game Design	95 kg	358	-1523	-0.9598	1096 kg
4	-336 mph	0.4724	Anaheim	San Diego	1.9956	1024	2166	Games and Playable Media, Statistics	-145 kg	530	1361	0.0887	861 kg
2	164 mph	1.3135	San Diego	Santa Clarita, Stockton	0.241	723	376	Bioinformatics	1278 kg	NULL	1415	1.2479	-253 kg
4	360 mph	1.8702	Oakland	San Diego	2.1491	1902	934	Statistics, Games and Playable Media	2148 kg	1216	461	2.0409	1175 kg
2	-408 mph	0.9648	Fremont	San Diego	0.9593	507	-744	Bioinformatics	-657 kg	709	335	0.0678	1900 kg
3	461 mph	2.724	Los Angeles	Fremont	1.3777	881	794	Computer Engineering	-738 kg	1106	-1114	0.7821	-710 kg
0	618 mph	-1.3815	San Francisco	Fresno, Moreno Valley	0.3013	255	-169	Human Computer Interaction, Bioengineering	-421 kg	1370	1729	1.6354	215 kg
1	1297 mph	0.0955	Long Beach	Long Beach, Irvine	-0.7737	1167	907	Data Science	-51 kg	572	-814	-2.1671	-151 kg
0	424 mph	0.4385	Chula Vista	Bakersfield, San Bernardino	0.3869	356	1796	Bioengineering, Human Computer Interaction	-1329 kg	1805	-1311	-1.5539	89 kg
4	-78 mph	0.1689	sTOCKTON	Los Angeles	2.8175	1260	-2552	Games and Playable Media	28 kg	40	-67	0.7473	1457 kg
4	266 mph	1.9456	Fresno	Stockton, Sacramento, Santa Clarita	1.275	-331	443	statistics, robotics engineering	1153 kg	713	-504	1.1035	N/A
5	2011 mph	0.0319	Moreno Valley	San Francisco, San Bernardino	0.3004	-141	523	Computational Media, Applied Mathematics	779 kg	1119	-327	0.8613	60 kg
0	419 mph	0.9168	San Francisco	Chula Vista	-1.2084	2875	-8	Bioengineering, Natural Language Processing	686 kg	1256	-125	1.9387	153 kg
1	-304 mph	0.9842	Long Beach	Irvine, Long Beach, Oakland	0.8352	1310	1076	Electrical Engineering	N/A	-192	-46	-0.7516	271 kg
2	-68 mph	1.9909	San Diego	Stockton, Sacramento, Santa Clarita	1.8397	369	488	bIOINFORMATICS	-49 kg	923	753	-0.884	463 kg
3	1235 mph	0.4242	Los Angeles	Fremont	-0.6904	1056	1625	computational media, technology and information management	814 kg	633	-497	-0.5711	645 kg
2	-650 mph	2.2609	San Diego	Santa Ana	2.2946	-754	1140	Bioinformatics	-238 kg	1054	1321	1.7675	1341 kg
1	-123 mph	0.759	Fremont	lONG bEACH, rIVERSIDE	0.464	690	681	Computer Game Design, Electrical Engineering, Data Science	-224 kg	1313	1571	-0.9262	N/A
2	213 mph	1.4731	San Diego	Santa Clarita, Stockton, Sacramento	0.6566	352	1115	Computer Science	NULL	271	96	0.3348	61 kg
0	-282 mph	0.2167	Sacramento	Fresno	1.0082	865	1813	Bioengineering	660 kg	1278	-2390	0.4674	483 kg
5	1604 mph	-0.2698	Modesto	San Jose	0.8933	-510	-351	Computational Media	127 kg	-297	-147	-0.2929	593 kg
3	-151 mph	0.5163	San Jose	Chula Vista	-2.9158	788	-1058	Computer Engineering	327 kg	2300	-52	0.4477	870 kg
0	-290 mph	1.8528	Sacramento	Chula Vista	-1.7011	585	-1061	NULL	691 kg	1195	1066	-0.1523	762 kg
2	1529 mph	-0.0487	San Diego	Stockton, Santa Ana	0.8802	1045	341	n/a	-421 kg	-367	542	0.2598	827 kg
2	1149 mph	-0.0922	San Diego	Santa Clarita, Sacramento, Modesto	1.941	-766	2176	Computer Science	219 kg	866	1475	1.1369	458 kg
2	-1089 mph	0.7097	San Diego	Sacramento	1.2005	503	35	Bioinformatics	-765 kg	140	434	1.5766	408 kg
2	330 mph	1.8248	San Diego	Santa Clarita, Stockton, Santa Ana	0.9448	289	n/a	Bioinformatics	-200 kg	867	93	1.9034	951 kg
0		-0.0282	San Francisco	Chula Vista, Moreno Valley	-0.1436	1935	1821	Natural Language Processing, Human Computer Interaction	-352 kg	887	374	-1.5109	667 kg
5	302 mph	-0.194	Modesto	Bakersfield	0.8536	-781	-1248	Technology and Information Management, Applied Mathematics	1145 kg	982	233	0.2777	-589 kg
0	113 mph	-0.5173	San Francisco	Moreno Valley	-1.4318	1882	271	Natural Language Processing	923 kg	-95	177	0.2204	755 kg
0	-1804 mph	-0.267	Santa Clarita	Chula Vista, Fresno	0.5402	2060	56	Natural Language Processing, Bioengineering	-272 kg	1418	2	-0.0133	594 kg
4	180 mph	-0.7079	Stockton	San Diego	0.8487	2235	1447	Statistics	1336 kg	557	1175	1.1688	246 kg
2	117 mph	0.5958	San Diego	Modesto, Sacramento, Stockton	-0.3902	874	1211	Bioinformatics	1289 kg	114	1041	0.5707	883 kg
1	575 mph	1.793	Santa Ana	Oakland, Irvine, Long Beach	0.7536	597	-428	Computer Science	430 kg	299	-695	0.118	82 kg
5	721 mph	0.4278	San Bernardino	Bakersfield, San Francisco	0.7702	427	-749	Applied Mathematics	46 kg	936	274	-0.1776	84 kg
0	-1152 mph	0.5205	Sacramento	Modesto, Santa Ana, Stockton, Santa Clarita	-0.6097	48	573	Games and Playable Media	-814 kg	686	3233	-1.8339	-181 kg
3	2483 mph	0.3753	Los Angeles	Fremont	-0.6756	218	634	Computer Engineering	631 kg	-28	516	1.0422	-392 kg
5	309 mph	0.5937	Modesto	San Francisco, San Jose, Bakersfield	-0.0802	640	599	Applied Mathematics	153 kg	801	-263	1.1172	546 kg
2	-524 mph	2.5423	San Diego	Sacramento, Stockton, Santa Ana, Santa Clarita	-1.182	324	1109	Bioinformatics	241 kg	-445	693	-0.9402	757 kg
2	-205 mph	1.8671	San Diego	Santa Ana, Sacramento, Santa Clarita, Stockton	1.2344	-459	162	Applied Mathematics, Computational Media	-1500 kg	-92	246	0.0834	779 kg
3	767 mph	0.6912	Los Angeles	Anaheim	-1.1472	-1105	-1149	Computer Engineering	232 kg	-366	149	0.2166	954 kg
5	329 mph	0.0926	Moreno Valley	San Francisco, San Jose, San Bernardino	1.5093	1159	-960	Applied Mathematics	-828 kg	2596	1220	1.019	-222 kg
2	292 mph	1.1724	Chula Vista	San Jose, San Francisco, San Bernardino	0.3271	-287	2434	Bioinformatics	267 kg	-417	-201	0.6903	1460 kg
3	-1183 mph	1.6205	Riverside	Fremont	-0.0184	1905	799	Computer Engineering	-307 kg	444	285	3.3443	1621 kg
1	1826 mph	-0.1471	Fremont	Oakland	0.9055	1039	3259	Biotechnology, Data Science, Computer Game Design	-1023 kg	-114	-49	0.4881	-787 kg
0	1926 mph	-1.3463	San Francisco	Chula Vista, Fresno	-1.409	1584	1273	Bioengineering	729 kg	451	-520	1.1251	786 kg
2	526 mph	2.043	San Diego	Chula Vista	0.903	-861	443	Computer Science	-498 kg	782	625	1.3957	-335 kg
5	305 mph	1.9375	Santa Clarita	Los Angeles	1.2646	449	773	Technology and Information Management, Computational Media	750 kg	-285	836	3.1736	799 kg
1	758 mph	-0.6355	Long Beach	Long Beach, Irvine, Riverside	0.0035	1038	-523	Data Science, Electrical Engineering, Biotechnology	-1075 kg	17	74	0.8806	-1168 kg
3	1594 mph	0.2692	Riverside	Fremont	0.0974	-1688	-1075	Computer Engineering	1002 kg	872	2004	0.8964	487 kg
5	1645 mph	None	San Bernardino	San Bernardino, San Jose, Bakersfield	0.3529	-530	812	Technology and Information Management	-42 kg	1198	-649	2.1875	1298 kg
3	-480 mph	1.6709	Los Angeles	Santa Ana, Stockton, Sacramento, Santa Clarita	-0.0256	-954	-524	Computer Engineering	-804 kg	245	151	0.4049	222 kg
0	1059 mph	-0.6934	Irvine	Chula Vista	1.278	534	821	Natural Language Processing, Human Computer Interaction	1132 kg		1027	1.4892	34 kg
0	439 mph	-1.2964	Santa Clarita	Chula Vista	-1.3602	659	408	Natural Language Processing	-820 kg	310	-845	-0.9071	-781 kg
5	1771 mph	0.073	MORENO VALLEY	San Jose, Bakersfield	0.3603	-75	-2046	Applied Mathematics	727 kg	891	933	1.4972	-1068 kg
2	77 mph	-0.0415	San Diego	Sacramento	1.3321	976	1696	Computer Science	-1293 kg	-283	461	1.5607	-1923 kg
1	-683 mph	0.8958	Santa Ana	Oakland, Long Beach	-0.417	617	1390	Computer Game Design, Electrical Engineering	-669 kg	1080	2010	0.4112	835 kg
1	-118 mph	1.2586	Long Beach	Riverside	-1.8749	481	-1383	Computer Game Design, Biotechnology	-492 kg	1006	685	-1.9494	588 kg
5	1323 mph	-0.0987	San Bernardino	San Bernardino, San Francisco, Bakersfield	0.8581	1358	607	Computational Media	-542 kg	-298	354	-0.4169	861 kg
2	698 mph	-0.5632	San Diego	Santa Clarita, Sacramento, Stockton, Modesto	1.3501	299	2679	Computer Science	100 kg	124	441	1.7049	-255 kg
4	-283 mph	0.4919	Stockton	Los Angeles	-0.822	-492	680	Games and Playable Media, Statistics	552 kg	1544	-294	1.0561	107 kg
5	380 mph	1.3666	Moreno Valley	Bakersfield	0.0658	-634	-922	Computational Media, Technology and Information Management	471 kg	111	908	2.1488	-295 kg
2	1169 mph	0.0323	San Diego	Santa Ana, Modesto	0.4193	336	1139	bioinformatics	-427 kg	711	-619	-0.3027	1237 kg
3	1025 mph	1.496	Los Angeles	Fremont	2.4769	2034	240	Computer Engineering	866 kg	172	-221	1.1015	-392 kg
2	2352 mph	0.0096	San Diego	Santa Clarita, Modesto, Santa Ana, Stockton	0.4084	2030	2651	Computer Science	428 kg	714	392	1.181	270 kg
1	-116 mph	0.5931	Long Beach	Stockton	0.3039	-522	513	Computer Science	102 kg	-527	-788	-0.5114	819 kg
4	602 mph	-0.2309	Fresno	San Diego	3.5338	986	760	Statistics	1976 kg	467	587	1.8177	-416 kg
1	744 mph	0.7718	Santa Ana	Oakland	0.4154	1665	1230	Electrical Engineering, Data Science	1561 kg	10	951	-0.0713	477 kg
2	430 mph	1.6731	San Diego	Stockton, Santa Ana, Santa Clarita, Modesto	1.9377	-645	-808	bioinformatics	-1484 kg	-180	1005	0.6966	1024 kg
2	1016 mph	-0.4486	San Diego	Santa Ana	0.5556	967	-165	Bioinformatics	29 kg	1336	688	2.0527	1711 kg
1	573 mph	-0.2901	Bakersfield	Irvine, Riverside, Oakland	0.5259	1251	1049	Computer Engineering	100 kg	-444	562	-0.5865	1523 kg
2	716 mph	1.427	San Diego	Santa Clarita, Sacramento	0.8997	414	-534	Computer Science	388 kg	928	613	-2.1334	2369 kg
2	140 mph	2.3299	San Diego	Long Beach, Riverside, Irvine	-0.5094	686	667	Bioinformatics	-320 kg	134	1898	0.4328	704 kg
5	676 mph	-0.1812	Modesto	Bakersfield	0.9446	687	-1193	Applied Mathematics	1043 kg	1050	1208	-0.9812	600 kg
1	-862 mph	-1.2693	Los Angeles	Irvine, Riverside	0.5511	2483	2081	Computer Game Design, Biotechnology, Electrical Engineering	-1160 kg	-309	197	-0.3822	350 kg
0	950 mph	1.3663	Sacramento	Chula Vista	-0.2027	2120	1108	Bioengineering, Human Computer Interaction	-382 kg	-771	-927	-0.522	771 kg
2	-384 mph	-0.0731	San Diego	Sacramento, Stockton, Modesto	0.8372	183	3235	Data Science	743 kg	313	1810	1.0439	-662 kg
4	816 mph	-1.5522	Anaheim	San Diego	0.0281	843	2066	Games and Playable Media, Robotics Engineering	804 kg	837	47	1.3911	429 kg
5	-91 mph	-0.6663	Moreno Valley	San Francisco, San Jose	0.9928	544	170	Electrical Engineering, Data Science	566 kg	-137	91	0.2986	1139 kg
4	-1018 mph	-0.7581	Fresno	Los Angeles	0.1423	1989	850	Statistics, Robotics Engineering	1615 kg	-217	945	0.3725	791 kg
0	600 mph	-0.2952	San Francisco	Chula Vista, Fresno	-0.7468	1676	-1473	Human Computer Interaction, Bioengineering	1023 kg	221	-14	0.4311	-630 kg
2	2139 mph	1.5619	San Diego	Santa Ana, Sacramento, Stockton, Santa Clarita	2.6772	-70	528	Bioinformatics	1560 kg	67	1195	0.8108	275 kg
4	-567 mph	0.7753	Anaheim	Los Angeles	2.3044	1577	2143	Games and Playable Media, Robotics Engineering	114 kg	498	-197	1.8598	375 kg
3	1800 mph	0.4431	Riverside	Fremont	1.0764	255	-1206	COMPUTER ENGINEERING	-731 kg	1408	-744	1.2556	-148 kg
4	2203 mph	-0.1718	sTOCKTON	Los Angeles	0.553	1578	-255	Statistics	-1047 kg	411	-9	0.6835	949 kg
1	84 mph	0.4708	Santa Ana	Oakland, Riverside	-0.5898	1045	1114	Data Science	-259 kg	76	-830	1.0417	1184 kg
2	1858 mph	0.9737	San Diego	San Bernardino, Bakersfield	1.726	559	284	Bioinformatics	879 kg	542	1584	-0.8669	-115 kg
0	3377 mph	-1.1807	Chula Vista	Moreno Valley	-0.4098	3031	1963	Natural Language Processing	1051 kg	846	804	-0.6691	409 kg
5	424 mph	0.7554	Modesto	San Bernardino, San Francisco	0.898	-496	36	Technology and Information Management	92 kg	140	310	1.0114	132 kg
1	-210 mph	-0.1274	Bakersfield	Oakland	-0.2816	341	-85	Computer Engineering	913 kg	719	604	-1.0232	2159 kg
3	126 mph	1.3532	Los Angeles	Fremont	1.0405	560	1562	Computer Engineering	-131 kg	-424	825	-0.1703	2571 kg
2	88 mph	-0.0521	San Diego	N/A	1.938	-652	1587	Bioinformatics	-456 kg	?	782	0.3738	758 kg
1	140 mph	1.1363	Fremont	Riverside	1.1393	2053	1792	Biotechnology, Computer Game Design, Data Science	87 kg	-561	2597	0.2056	1362 kg
4	1494 mph	0.3694	Fresno	San Diego	0.858	780	1651	Robotics Engineering	2563 kg	89	604	2.375	1069 kg
0	1962 mph	0.8444	San Francisco	Fresno, Chula Vista	0.9096	194	454	Human Computer Interaction	-591 kg	-565	-84	0.4273	293 kg
2	195 mph	0.7311	San Diego	Santa Clarita, Modesto, Santa Ana, Stockton	1.3259	-1102	1587	Computer Science	1395 kg	1261	928	0.0349	-478 kg
2	1980 mph	1.0806	San Diego	Los Angeles	-0.5948	-711	1909	Bioinformatics	-13 kg	76	1478	-0.3676	-913 kg
5	-177 mph	0.0662	Moreno Valley	Bakersfield, San Jose, San Francisco	0.4743	-533	79	Applied Mathematics, Technology and Information Management	63 kg	1011	1467	0.2815	1941 kg
4	-346 mph	0.6449	Santa Clarita	San Diego	0.5674	1052	-291	Games and Playable Media	1180 kg	-48	1271	1.3537	2262 kg
4	1173 mph	0.7898	Oakland	San Diego	0.3096	914	157	Statistics	-176 kg	1137	-145	0.927	501 kg
5	192 mph	1.0511	San Bernardino	San Francisco	-0.0747	975	-159	Technology and Information Management, Applied Mathematics	681 kg	950	675	0.0499	178 kg
0	720 mph	-0.9659	Santa Clarita	Chula Vista	1.7571	-345	-391	Human Computer Interaction	959 kg	501	255	0.6118	133 kg
5	-236 mph	0.6407	San Bernardino	San Bernardino, Bakersfield	0.9262	440	-90	Applied Mathematics, Technology and Information Management	91 kg	706	573	1.3333	38 kg
5	-109 mph	1.2904	San Bernardino	Bakersfield, San Jose, San Bernardino	3.0247	700	-236	Technology and Information Management, Computational Media	-276 kg	736	-682	1.573	518 kg
3	1067 mph	0.918	San Jose	Anaheim	0.1494	-175	1886	Computer Engineering	122 kg	352	164	1.5592	-375 kg
0	-622 mph	0.2236	Sacramento	Moreno Valley	-0.3278	308	947	Computational Media, Applied Mathematics	100 kg	1190	-582	0.0119	-138 kg
3	131 mph	0.6576	Riverside	Anaheim	N/A	39	969	Computer Engineering	108 kg	558	-651	-0.2017	114 kg
1	-963 mph	1.7553	Santa Ana	Oakland, Riverside, Irvine	-0.8201	-136	1576	Electrical Engineering, Data Science, Computer Game Design	-653 kg	613	-79	-1.6449	847 kg
2	955 mph	-0.1511	San Diego	Sacramento, Santa Clarita, Santa Ana	1.7801	-879	1414	Bioinformatics	-995 kg	655	2030	0.3783	245 kg
4	1517 mph	-0.5241	Oakland	Los Angeles	2.89	2681	612	Games and Playable Media	539 kg	-574	-266	0.4457	589 kg
3	-229 mph	1.1609	Riverside	Anaheim	-1.0265	1680	-1765	Computer Engineering	420 kg	544	213	0.4994	-769 kg
2	-153 mph	0.3542	San Diego	Stockton, Santa Ana, Modesto	2.8728	-310	1992	Bioinformatics	-465 kg	487	342	0.1727	-71 kg
4	-368 mph	1.134	Stockton	San Diego	2.1684	903	912	Games and Playable Media, Statistics	212 kg	1439	772	-0.1011	1114 kg
2	-741 mph	0.5122	San Diego	Santa Clarita, Modesto, Sacramento	0.7331	-490	978	Computer Science	-112 kg	960	640	-0.2091	-254 kg
3	-208 mph	2.3741	Los Angeles	Fremont	-0.1158	1572	1060	Computer Engineering	739 kg	235	752	0.6701	911 kg
1	-1219 mph	-1.4322	Santa Ana	Chula Vista, Moreno Valley	-0.3584	739	414	Biotechnology	467 kg	1158	234	0.6913	-1382 kg
4	1236 mph	0.2618	Fresno	Los Angeles	2.3006	-526	-544	Robotics Engineering	-205 kg	-143	634	1.0829	-105 kg
5	980 mph	1.2238	San Bernardino	San Bernardino, San Francisco	0.6117	-647	1310	Natural Language Processing, Bioengineering	-457 kg	989	711	1.2565	712 kg
4	1674 mph	0.9683	Oakland	Los Angeles	-0.7832	1178	2146	rOBOTICS eNGINEERING	731 kg	2534	-23	-0.2911	-288 kg
0	1132 mph	-0.5176	?	Fresno, Moreno Valley	0.21	1478	-156	Natural Language Processing, Human Computer Interaction	-2135 kg	-1094	-749	0.2182	66 kg
5	-189 mph	0.4844	San Bernardino	San Bernardino	0.8642	42	-59	Technology and Information Management, Applied Mathematics	-1338 kg	887	-142	1.9483	-298 kg
2	415 mph	-0.0999	San Diego	santa ana, stockton	0.3622	1365	-576	Bioinformatics	101 kg	1057	317	-2.0096	-1553 kg
4	1069 mph	0.7101	Fresno	oAKLAND, iRVINE, lONG bEACH	-0.6001	237	782	Robotics Engineering, Statistics	631 kg	1050	248	0.1875	454 kg
2	-98 mph	-1.6287	San Diego	San Diego	1.7223	481	581	Bioinformatics	1685 kg	587	881	0.989	800 kg
1	873 mph	-1.1321	Long Beach	Oakland, Long Beach	-0.9002	247	1516	Computer Game Design	-2342 kg	-504	-537	0.9382	270 kg
5	161 mph	1.7294	Modesto	San Bernardino, San Francisco, San Jose	2.6399	-690	575	Computational Media, Applied Mathematics	565 kg	-98	-550	0.2501	755 kg
3	277 mph	0.7414	San Diego	Anaheim	-0.0129	-44	920	Computer Engineering	-333 kg	1560	923	1.9942	1807 kg
5	1360 mph	0.5341	San Bernardino	sAN fRANCISCO, sAN jOSE, bAKERSFIELD	1.6628	766	608	Computational Media	395 kg	1874	-161	1.1052	-562 kg
0	1456 mph	1.6574	Chula Vista	Chula Vista, Fresno	-0.4173	661	1793	Bioinformatics	-60 kg	322	1883	-0.1837	184 kg
0	753 mph	0.0191	Chula Vista	Chula Vista, Moreno Valley	1.0939	-1268	N/A	Bioengineering	987 kg	476	609	0.7891	-374 kg
2	-1562 mph	0.2195	San Diego	Santa Clarita, Stockton, Sacramento	0.8329	463	-32	Computer Science	-536 kg	201	1102	1.0415	369 kg
2	-717 mph	0.8231	San Diego	Modesto, Stockton, Santa Clarita	1.2649	-731	1390	Bioinformatics	-443 kg	1204	1022	-0.2025	242 kg
5	299 mph	0.2666	Moreno Valley	San Jose	0.1286	544	571	aPPLIED mATHEMATICS, cOMPUTATIONAL mEDIA	483 kg	1049	-52	0.8902	-199 kg
2	-440 mph	1.8925	San Diego	Modesto	0.1133	-390	-392	Bioinformatics	-272 kg	-360	261	-0.5304	285 kg
1	527 mph	0.7858	Santa Ana	Oakland	0.3924	1143	513	Data Science, Biotechnology	270 kg	912	1349	0.623	1289 kg
4	1476 mph	-0.4274	oakland	Los Angeles	-1.0523	456	-424	Games and Playable Media	186 kg	557	1471	1.9821	-220 kg
0	-62 mph	-0.0373	Irvine	Chula Vista, Fresno	0.1346	2436	1166	Bioengineering, Human Computer Interaction	417 kg	479	-161	-0.8828	96 kg
2	1963 mph	-0.5955	San Diego	Sacramento	1.6436	-32	-600	Computer Science	242 kg	412	1159	1.6918	-577 kg
0	306 mph	-0.1184	San Francisco	Moreno Valley, Fresno	-0.1004	1690	-157	Bioengineering, Natural Language Processing	469 kg	525	1228	0.2505	498 kg
